No;Latitude;Longitude;Altitude;Speed;Time
1;47.30033;8.742433;444.6;0;14:49:24.620
2;47.30033;8.742433;444.6;0;14:49:25.120
3;47.30033;8.742433;444.6;0;14:49:25.620
4;47.30033;8.742433;444.6;0.1;14:49:26.120
5;47.30033;8.742433;444.6;0;14:49:26.620
6;47.30033;8.742433;444.6;0.1;14:49:27.120
7;47.30033;8.742433;444.6;0.1;14:49:27.620
8;47.30033;8.742433;444.6;0;14:49:28.120
9;47.30033;8.742433;444.6;0.1;14:49:28.620
10;47.30033;8.742433;444.6;0;14:49:29.120
11;47.30033;8.742433;444.6;0;14:49:29.620
12;47.30033;8.742433;444.6;0;14:49:30.120
13;47.30033;8.742433;444.6;0;14:49:30.620
14;47.30033;8.742433;444.6;0;14:49:31.120
15;47.30033;8.742433;444.6;0;14:49:31.620
16;47.30033;8.742433;444.7;0;14:49:32.120
17;47.30033;8.742431;444.7;0.1;14:49:32.620
18;47.300332;8.742428;444.7;0.2;14:49:33.120
19;47.300339;8.742418;444.6;12.8;14:49:33.620
20;47.300353;8.742405;444.6;20.3;14:49:34.120
21;47.300371;8.74237;444.6;31.7;14:49:34.620
22;47.300392;8.742311;444.6;31.7;14:49:35.120
23;47.300414;8.742226;444.9;44.4;14:49:35.620
24;47.300447;8.742143;445.3;44.4;14:49:36.120
25;47.300482;8.742064;446;54;14:49:36.620
26;47.300521;8.741971;446.8;59.5;14:49:37.120
27;47.300556;8.741869;447.5;62.1;14:49:37.620
28;47.30059;8.741772;448.6;65.5;14:49:38.120
29;47.300618;8.741689;449.8;66.1;14:49:38.620
30;47.300634;8.741592;451.8;67.2;14:49:39.120
31;47.300658;8.741468;454.1;66.7;14:49:39.620
32;47.300699;8.741359;456.6;69;14:49:40.120
33;47.300764;8.741258;459;69.4;14:49:40.620
34;47.300818;8.741152;461.2;70.6;14:49:41.120
35;47.300863;8.740994;463.3;71.5;14:49:41.620
36;47.300907;8.740843;465.3;71.6;14:49:42.120
37;47.300976;8.740715;467.3;71.7;14:49:42.620
38;47.301046;8.740624;469;70.4;14:49:43.120
39;47.301112;8.740522;471;69.4;14:49:43.620
40;47.301169;8.740414;473.2;70.2;14:49:44.120
41;47.301244;8.740318;475.7;68.7;14:49:44.620
42;47.301337;8.740244;478;69.9;14:49:45.120
43;47.301429;8.740187;480.4;72;14:49:45.620
44;47.301509;8.740124;483.1;69.1;14:49:46.120
45;47.301579;8.740063;486.1;69.3;14:49:46.620
46;47.301665;8.740014;489.5;67.8;14:49:47.120
47;47.301756;8.739984;492.8;68.6;14:49:47.620
48;47.301844;8.739962;496.2;68.6;14:49:48.120
49;47.30192;8.739938;499.2;69.3;14:49:48.620
50;47.302005;8.73992;502.2;69.2;14:49:49.120
51;47.302091;8.739915;504.7;68.9;14:49:49.620
52;47.30218;8.739928;506.8;68;14:49:50.120
53;47.302258;8.739949;508;67.2;14:49:50.620
54;47.302337;8.739972;509.7;65.6;14:49:51.120
55;47.302399;8.740006;512.6;65.3;14:49:51.620
56;47.302436;8.740068;517.4;63.9;14:49:52.120
57;47.302472;8.740158;521.9;64;14:49:52.620
58;47.302527;8.740239;525.2;64;14:49:53.120
59;47.302615;8.740285;527.5;62.9;14:49:53.620
60;47.302685;8.740298;530;62;14:49:54.120
61;47.302728;8.740364;533;62;14:49:54.620
62;47.302734;8.74051;536.1;61.3;14:49:55.120
63;47.302726;8.740738;539;61.9;14:49:55.620
64;47.302703;8.740931;541.4;62.6;14:49:56.120
65;47.302675;8.741078;543.5;63.5;14:49:56.620
66;47.302645;8.741194;545.4;62.3;14:49:57.120
67;47.302614;8.741315;547.4;65.1;14:49:57.620
68;47.302574;8.741432;549.7;68.7;14:49:58.120
69;47.302533;8.741531;552.3;69.6;14:49:58.620
70;47.302493;8.741649;554.9;69.3;14:49:59.120
71;47.30246;8.741772;557.3;71.1;14:49:59.620
72;47.30242;8.741885;559.7;69;14:50:00.120
73;47.302367;8.741975;561.7;68.4;14:50:00.620
74;47.302309;8.742072;563.9;70.9;14:50:01.120
75;47.302254;8.742213;566;70.9;14:50:01.620
76;47.302208;8.742357;568.3;72.4;14:50:02.120
77;47.302157;8.742492;570.2;71.9;14:50:02.620
78;47.302109;8.742592;572.1;71;14:50:03.120
79;47.302061;8.742705;573.8;69.7;14:50:03.620
80;47.302027;8.742815;575.7;68.8;14:50:04.120
81;47.301998;8.742931;577.6;68.3;14:50:04.620
82;47.301983;8.743037;579.5;69.5;14:50:05.120
83;47.30196;8.743164;581.4;70.7;14:50:05.620
84;47.301921;8.743286;583.5;69.8;14:50:06.120
85;47.301852;8.743402;585.9;69.7;14:50:06.620
86;47.301777;8.743495;588.3;69.4;14:50:07.120
87;47.301712;8.743586;590.8;68.5;14:50:07.620
88;47.301665;8.743695;593.2;67.1;14:50:08.120
89;47.301623;8.743809;595.6;68.8;14:50:08.620
90;47.301571;8.74394;598.2;69.6;14:50:09.120
91;47.301515;8.744053;600.8;70.3;14:50:09.620
92;47.301463;8.744182;603.6;71.5;14:50:10.120
93;47.30142;8.744298;606.2;72.1;14:50:10.620
94;47.30138;8.744422;608.7;72.3;14:50:11.120
95;47.301347;8.744531;610.7;73.1;14:50:11.620
96;47.301313;8.744656;612.6;75;14:50:12.120
97;47.301271;8.744779;614.2;75.8;14:50:12.620
98;47.301204;8.744886;616.2;82.1;14:50:13.120
99;47.301121;8.744974;618.7;83.6;14:50:13.620
100;47.301038;8.74507;621.8;81.5;14:50:14.120
101;47.30096;8.745199;624.6;79.9;14:50:14.620
102;47.30088;8.745311;626.4;75.1;14:50:15.120
103;47.300778;8.745394;627.4;74.3;14:50:15.620
104;47.300678;8.745439;628.3;78;14:50:16.120
105;47.30058;8.745479;629.6;81.9;14:50:16.620
106;47.300512;8.745509;631.4;81.6;14:50:17.120
107;47.300457;8.745528;633.7;81.6;14:50:17.620
108;47.30043;8.745531;636.2;83.2;14:50:18.120
109;47.30037;8.74552;638.8;78.7;14:50:18.620
110;47.300266;8.745486;641.3;76.7;14:50:19.120
111;47.30009;8.745439;643.5;75.5;14:50:19.620
112;47.299921;8.745384;645.5;73.6;14:50:20.120
113;47.299786;8.745332;647.1;72;14:50:20.620
114;47.299702;8.745268;648.6;68.6;14:50:21.120
115;47.299634;8.745202;649.8;68.9;14:50:21.620
116;47.299555;8.745138;651.5;68.3;14:50:22.120
117;47.299471;8.745089;653.8;69.8;14:50:22.620
118;47.299384;8.745039;657.2;67.7;14:50:23.120
119;47.299312;8.744994;660.5;67.7;14:50:23.620
120;47.299245;8.744948;663.9;61.8;14:50:24.120
121;47.299178;8.744908;666.7;59;14:50:24.620
122;47.299115;8.744863;669.5;48.1;14:50:25.120
123;47.299049;8.74482;671.8;46.2;14:50:25.620
124;47.298994;8.744786;673.4;41;14:50:26.120
125;47.298936;8.74476;674.3;38.7;14:50:26.620
126;47.298891;8.744731;674.4;35.8;14:50:27.120
127;47.298849;8.744687;674.2;35.3;14:50:27.620
128;47.298814;8.744644;673.7;35.7;14:50:28.120
129;47.29877;8.744605;673.2;37.6;14:50:28.620
130;47.298719;8.744573;672.7;38.2;14:50:29.120
131;47.29867;8.744537;671.8;39;14:50:29.620
132;47.298635;8.74449;670.6;40.1;14:50:30.120
133;47.298618;8.744442;669.5;43.3;14:50:30.620
134;47.298593;8.744384;668.6;43.7;14:50:31.120
135;47.298554;8.74434;668;44.4;14:50:31.620
136;47.298489;8.74428;667.1;45.6;14:50:32.120
137;47.298433;8.74422;666;47;14:50:32.620
138;47.29838;8.744135;664.8;47;14:50:33.120
139;47.298342;8.744058;664;49.9;14:50:33.620
140;47.298305;8.743967;663.4;51.1;14:50:34.120
141;47.298278;8.743868;663.1;50.9;14:50:34.620
142;47.298253;8.743763;662.7;51;14:50:35.120
143;47.298234;8.743663;662.3;51;14:50:35.620
144;47.298219;8.743576;661.8;52.9;14:50:36.120
145;47.298211;8.743477;661.4;53.6;14:50:36.620
146;47.298211;8.743383;661.2;52.8;14:50:37.120
147;47.298219;8.743284;660.9;52.1;14:50:37.620
148;47.298231;8.743197;660.5;52.2;14:50:38.120
149;47.298248;8.743094;659.9;52.5;14:50:38.620
150;47.298269;8.742997;659.5;54;14:50:39.120
151;47.298302;8.742906;659.2;54;14:50:39.620
152;47.29834;8.74283;659.2;54;14:50:40.120
153;47.298379;8.742743;659.1;52.7;14:50:40.620
154;47.298413;8.742643;658.6;53.2;14:50:41.120
155;47.298456;8.742549;657.9;53.7;14:50:41.620
156;47.29851;8.742472;656.8;54.8;14:50:42.120
157;47.298569;8.74242;655.4;56.8;14:50:42.620
158;47.298615;8.742356;653.6;57.9;14:50:43.120
159;47.298639;8.742289;651.9;58.3;14:50:43.620
160;47.298672;8.7422;650.5;58.1;14:50:44.120
161;47.298724;8.742124;649.6;57.9;14:50:44.620
162;47.298809;8.742043;648.8;56.8;14:50:45.120
163;47.298883;8.741976;648.2;56.3;14:50:45.620
164;47.298952;8.741905;647.5;55.2;14:50:46.120
165;47.299011;8.741841;646.7;55.2;14:50:46.620
166;47.299071;8.741763;645.7;54.1;14:50:47.120
167;47.299124;8.741677;644.7;54.3;14:50:47.620
168;47.299168;8.741595;644;54;14:50:48.120
169;47.299217;8.741523;643.4;53.9;14:50:48.620
170;47.299264;8.74146;642.9;52.9;14:50:49.120
171;47.299314;8.741384;642.3;53.5;14:50:49.620
172;47.299353;8.741313;641.6;53.5;14:50:50.120
173;47.299401;8.741243;640.8;54.4;14:50:50.620
174;47.299455;8.741182;640;55.7;14:50:51.120
175;47.299522;8.741107;639.1;56.3;14:50:51.620
176;47.299581;8.741018;638.3;57.6;14:50:52.120
177;47.299637;8.740933;637.6;58;14:50:52.620
178;47.299697;8.740861;637.1;58.8;14:50:53.120
179;47.29976;8.740801;637;58.5;14:50:53.620
180;47.29982;8.740731;637.2;56.6;14:50:54.120
181;47.299868;8.74066;637.6;53.5;14:50:54.620
182;47.299922;8.740594;638.3;51.3;14:50:55.120
183;47.299977;8.740543;639;50;14:50:55.620
184;47.300032;8.740489;639.7;47.9;14:50:56.120
185;47.30007;8.740436;640.1;47.3;14:50:56.620
186;47.300111;8.740382;640.1;47.3;14:50:57.120
187;47.300159;8.740331;639.7;47.7;14:50:57.620
188;47.300224;8.740269;638.9;50.1;14:50:58.120
189;47.300286;8.740209;637.9;50.9;14:50:58.620
190;47.300342;8.74016;636.6;52.9;14:50:59.120
191;47.300401;8.740124;635.2;52.9;14:50:59.620
192;47.30046;8.740085;634;52.9;14:51:00.120
193;47.300523;8.740032;632.8;53.4;14:51:00.620
194;47.300583;8.739985;631.7;54.4;14:51:01.120
195;47.300658;8.739949;630.6;55;14:51:01.620
196;47.300731;8.739931;629.6;54.6;14:51:02.120
197;47.300801;8.739917;628.4;55.2;14:51:02.620
198;47.30085;8.73991;627.3;55.3;14:51:03.120
199;47.300912;8.73991;626.3;55.7;14:51:03.620
200;47.300986;8.73992;625.5;55.7;14:51:04.120
201;47.30108;8.739933;624.8;55.5;14:51:04.620
202;47.30116;8.739957;624.3;52.3;14:51:05.120
203;47.301225;8.739987;624;52.3;14:51:05.620
204;47.301285;8.74003;623.8;49.7;14:51:06.120
205;47.301346;8.740071;623.5;48.8;14:51:06.620
206;47.301406;8.740123;623.2;47.8;14:51:07.120
207;47.301453;8.740174;622.9;47.6;14:51:07.620
208;47.301502;8.740229;622.4;47.5;14:51:08.120
209;47.301548;8.740276;621.5;47.7;14:51:08.620
210;47.301589;8.74033;620.5;48;14:51:09.120
211;47.301609;8.74039;619.5;48.1;14:51:09.620
212;47.301639;8.74045;618.5;47.2;14:51:10.120
213;47.301692;8.740496;617.4;46.5;14:51:10.620
214;47.301775;8.740529;616;46.9;14:51:11.120
215;47.301853;8.74056;614.2;47.6;14:51:11.620
216;47.301921;8.740594;612.5;49.2;14:51:12.120
217;47.301989;8.74062;610.7;49.2;14:51:12.620
218;47.302056;8.740628;609.3;49.2;14:51:13.120
219;47.302121;8.740612;608.3;50.4;14:51:13.620
220;47.302176;8.740576;607.8;50.7;14:51:14.120
221;47.302238;8.740533;607.7;49.1;14:51:14.620
222;47.302306;8.740491;607.8;48;14:51:15.120
223;47.302369;8.740451;607.9;46.5;14:51:15.620
224;47.302413;8.740401;607.9;46.5;14:51:16.120
225;47.302446;8.740347;607.6;45.5;14:51:16.620
226;47.302484;8.740293;607.2;44.4;14:51:17.120
227;47.302537;8.740246;606.6;44.4;14:51:17.620
228;47.30259;8.740187;605.7;46.4;14:51:18.120
229;47.302636;8.740124;604.8;46.4;14:51:18.620
230;47.302681;8.740057;603.8;48.6;14:51:19.120
231;47.302724;8.740001;603.2;48.6;14:51:19.620
232;47.302771;8.739939;602.7;49;14:51:20.120
233;47.302815;8.739881;602.2;49.9;14:51:20.620
234;47.30287;8.73982;601.4;48.9;14:51:21.120
235;47.302922;8.739773;600.6;48.9;14:51:21.620
236;47.302964;8.739731;600;48.2;14:51:22.120
237;47.302984;8.739684;599.4;47.3;14:51:22.620
238;47.30301;8.739623;598.7;47;14:51:23.120
239;47.303051;8.73954;597.7;48.7;14:51:23.620
240;47.303118;8.739464;596.3;48.3;14:51:24.120
241;47.303172;8.739394;594.8;47.9;14:51:24.620
242;47.303211;8.739345;593.4;47.9;14:51:25.120
243;47.303239;8.739316;592.3;47.9;14:51:25.620
244;47.303275;8.739278;591.5;47.9;14:51:26.120
245;47.303332;8.739208;590.9;49;14:51:26.620
246;47.303389;8.739097;590.4;50.5;14:51:27.120
247;47.303452;8.738987;589.8;51.9;14:51:27.620
248;47.303504;8.738893;589.2;53.2;14:51:28.120
249;47.30355;8.738803;588.3;55;14:51:28.620
250;47.303578;8.738694;587.6;57;14:51:29.120
251;47.3036;8.738578;587.1;57;14:51:29.620
252;47.303622;8.738468;586.8;58.7;14:51:30.120
253;47.303652;8.738389;586.6;58.7;14:51:30.620
254;47.303681;8.7383;586.7;57.8;14:51:31.120
255;47.303707;8.738215;587;57.8;14:51:31.620
256;47.303732;8.738097;587.5;55.5;14:51:32.120
257;47.303757;8.73799;588.1;55.5;14:51:32.620
258;47.303779;8.737867;588.8;53.4;14:51:33.120
259;47.303797;8.737753;589.3;52.5;14:51:33.620
260;47.303812;8.737646;589.9;50.5;14:51:34.120
261;47.303825;8.737554;590.3;49.9;14:51:34.620
262;47.303832;8.737473;590.5;48.3;14:51:35.120
263;47.303836;8.737378;590.6;47.4;14:51:35.620
264;47.303845;8.737287;590.7;46.8;14:51:36.120
265;47.303863;8.737201;590.6;46.3;14:51:36.620
266;47.303892;8.737131;590.5;46.3;14:51:37.120
267;47.303915;8.737061;590.2;46.5;14:51:37.620
268;47.303932;8.737003;589.8;47.3;14:51:38.120
269;47.303944;8.736968;589.1;47.9;14:51:38.620
270;47.303958;8.736916;588.5;48;14:51:39.120
271;47.303971;8.736826;587.8;46.7;14:51:39.620
272;47.303982;8.736668;587.2;47;14:51:40.120
273;47.303993;8.736523;586.3;46.5;14:51:40.620
274;47.304008;8.736402;585.3;46.1;14:51:41.120
275;47.304026;8.736326;583.8;45.6;14:51:41.620
276;47.304043;8.736245;582.4;45.1;14:51:42.120
277;47.304059;8.73617;581.2;45.1;14:51:42.620
278;47.304079;8.736094;580;43.5;14:51:43.120
279;47.304107;8.736037;579;43.5;14:51:43.620
280;47.304137;8.735973;577.8;41;14:51:44.120
281;47.304168;8.73591;576.8;41;14:51:44.620
282;47.304205;8.735838;575.7;40;14:51:45.120
283;47.304254;8.735789;574.7;40;14:51:45.620
284;47.304304;8.735758;573.9;38;14:51:46.120
285;47.30435;8.735749;573.1;37.4;14:51:46.620
286;47.304383;8.735746;572.4;38.8;14:51:47.120
287;47.30441;8.735755;571.5;40.7;14:51:47.620
288;47.304423;8.735772;570.5;44;14:51:48.120
289;47.30443;8.735817;569.7;46.5;14:51:48.620
290;47.304454;8.735874;569.1;48.3;14:51:49.120
291;47.304507;8.735948;569;49.5;14:51:49.620
292;47.304592;8.736016;569.3;48.3;14:51:50.120
293;47.30466;8.736099;569.8;46.1;14:51:50.620
294;47.304704;8.736196;570.2;45.4;14:51:51.120
295;47.304721;8.736285;570.2;45;14:51:51.620
296;47.304737;8.736359;569.7;45;14:51:52.120
297;47.304753;8.736429;568.8;45.5;14:51:52.620
298;47.304772;8.736531;567.9;48;14:51:53.120
299;47.304788;8.736651;567.3;48.4;14:51:53.620
300;47.304807;8.736766;566.9;49.4;14:51:54.120
301;47.304823;8.736864;566.8;49.5;14:51:54.620
302;47.304836;8.736948;566.7;50.4;14:51:55.120
303;47.304842;8.737042;566.6;50.4;14:51:55.620
304;47.304843;8.737131;566.3;49.5;14:51:56.120
305;47.304838;8.737208;565.7;49.5;14:51:56.620
306;47.30483;8.737276;565.2;51;14:51:57.120
307;47.304819;8.737364;564.7;53;14:51:57.620
308;47.304805;8.737484;564.3;53.5;14:51:58.120
309;47.304789;8.7376;564;55.3;14:51:58.620
310;47.304775;8.737705;563.6;55.1;14:51:59.120
311;47.304762;8.737811;563.2;55.4;14:51:59.620
312;47.304751;8.737923;562.7;55.2;14:52:00.120
313;47.304738;8.73803;562.3;54.7;14:52:00.620
314;47.30473;8.738104;562.2;55;14:52:01.120
315;47.304726;8.73819;562.6;53.8;14:52:01.620
316;47.304719;8.738276;563.6;51;14:52:02.120
317;47.304702;8.738376;565.1;47.1;14:52:02.620
318;47.304672;8.738455;566.5;43.4;14:52:03.120
319;47.304644;8.738527;567.6;42.6;14:52:03.620
320;47.304617;8.738612;568;42.6;14:52:04.120
321;47.304595;8.738695;568;42.6;14:52:04.620
322;47.304564;8.738792;567.7;45.3;14:52:05.120
323;47.304521;8.738868;567.4;47.1;14:52:05.620
324;47.304471;8.738954;567.3;52.9;14:52:06.120
325;47.304425;8.739026;567.7;53.8;14:52:06.620
326;47.304383;8.739089;568.4;52.5;14:52:07.120
327;47.304341;8.739129;569.2;51.3;14:52:07.620
328;47.304292;8.739151;569.8;49.8;14:52:08.120
329;47.304239;8.739158;570.1;49.8;14:52:08.620
330;47.304174;8.739153;570.2;50.4;14:52:09.120
331;47.304089;8.739133;570.3;52.2;14:52:09.620
332;47.30401;8.739098;570.6;51.7;14:52:10.120
333;47.303947;8.739038;570.9;50.3;14:52:10.620
334;47.303911;8.738955;571.4;49.4;14:52:11.120
335;47.303884;8.738868;572.1;47.1;14:52:11.620
336;47.30387;8.73879;572.8;47.1;14:52:12.120
337;47.303869;8.738723;573.4;41.8;14:52:12.620
338;47.303877;8.73865;573.5;41.7;14:52:13.120
339;47.303883;8.73858;573.2;43;14:52:13.620
340;47.303909;8.738526;573;45.3;14:52:14.120
341;47.303955;8.738498;573;46.5;14:52:14.620
342;47.304032;8.73849;573.6;43.6;14:52:15.120
343;47.3041;8.738489;574.3;43.6;14:52:15.620
344;47.304166;8.7385;574.9;42.6;14:52:16.120
345;47.304218;8.738524;575.1;42.6;14:52:16.620
346;47.304268;8.738571;575;42.8;14:52:17.120
347;47.304304;8.738641;574.9;43;14:52:17.620
348;47.304323;8.738718;575;44.1;14:52:18.120
349;47.304326;8.738798;575.1;45;14:52:18.620
350;47.304318;8.738874;575.1;46.6;14:52:19.120
351;47.304297;8.738963;574.7;47.7;14:52:19.620
352;47.304273;8.739047;574;49.4;14:52:20.120
353;47.30423;8.739121;573.3;54.3;14:52:20.620
354;47.304181;8.739167;573.2;59.4;14:52:21.120
355;47.304113;8.739198;573.8;59.4;14:52:21.620
356;47.304049;8.739211;575;53.7;14:52:22.120
357;47.303979;8.739209;576.2;49.7;14:52:22.620
358;47.303916;8.739184;577.2;47.1;14:52:23.120
359;47.303864;8.739128;577.8;45.7;14:52:23.620
360;47.303831;8.739044;577.9;45.2;14:52:24.120
361;47.303815;8.73895;577.7;45.3;14:52:24.620
362;47.30381;8.738864;577.4;47.1;14:52:25.120
363;47.303815;8.73879;577.2;47.7;14:52:25.620
364;47.303825;8.738707;577.1;47.9;14:52:26.120
365;47.303832;8.738624;577.1;48;14:52:26.620
366;47.303836;8.738553;577.3;46.8;14:52:27.120
367;47.303836;8.738508;577.8;43.4;14:52:27.620
368;47.303863;8.738478;578.7;41.5;14:52:28.120
369;47.303924;8.738452;579.9;41.5;14:52:28.620
370;47.304024;8.738435;581;36.8;14:52:29.120
371;47.304116;8.738429;582.1;36.8;14:52:29.620
372;47.304186;8.738435;582.7;35.2;14:52:30.120
373;47.304231;8.738443;583;35.4;14:52:30.620
374;47.304271;8.738452;583;36.3;14:52:31.120
375;47.304314;8.738463;582.8;37.4;14:52:31.620
376;47.304349;8.73848;582.8;38.8;14:52:32.120
377;47.304382;8.73851;583.1;39.7;14:52:32.620
378;47.304412;8.738551;583.8;38.2;14:52:33.120
379;47.304447;8.738597;584.5;39.3;14:52:33.620
380;47.304471;8.738635;584.9;40.2;14:52:34.120
381;47.304496;8.73869;585.3;40.2;14:52:34.620
382;47.304523;8.738763;585.9;42.4;14:52:35.120
383;47.304565;8.738861;586.7;42.4;14:52:35.620
384;47.304599;8.738948;587.4;40.6;14:52:36.120
385;47.304619;8.739025;587.7;41.4;14:52:36.620
386;47.30462;8.739106;587.9;42.1;14:52:37.120
387;47.304613;8.739193;587.9;45.2;14:52:37.620
388;47.304599;8.739282;587.9;45.5;14:52:38.120
389;47.304583;8.739352;588;48.7;14:52:38.620
390;47.304574;8.739421;588;50;14:52:39.120
391;47.30457;8.73948;588.3;49.3;14:52:39.620
392;47.304538;8.739527;588.5;51.6;14:52:40.120
393;47.304465;8.739547;588.8;52.7;14:52:40.620
394;47.304351;8.739544;589;50.6;14:52:41.120
395;47.304252;8.739516;589.3;50.8;14:52:41.620
396;47.304183;8.739471;589.5;49.7;14:52:42.120
397;47.304143;8.739409;589.9;47.5;14:52:42.620
398;47.304116;8.739338;590.1;47.5;14:52:43.120
399;47.304102;8.739247;590.2;45.9;14:52:43.620
400;47.304111;8.739161;590.1;46.2;14:52:44.120
401;47.304142;8.739087;590;46.9;14:52:44.620
402;47.304187;8.739044;590;45.6;14:52:45.120
403;47.304238;8.739018;590.1;45.3;14:52:45.620
404;47.304277;8.739007;590.4;43.6;14:52:46.120
405;47.304308;8.739018;590.7;41.2;14:52:46.620
406;47.30433;8.739051;591;40.9;14:52:47.120
407;47.304351;8.739122;591.3;40.9;14:52:47.620
408;47.304368;8.73921;591.5;42.2;14:52:48.120
409;47.304367;8.739314;591.6;43.4;14:52:48.620
410;47.304338;8.739396;591.6;45.2;14:52:49.120
411;47.30429;8.739451;591.7;47.2;14:52:49.620
412;47.304233;8.739474;591.9;48;14:52:50.120
413;47.304183;8.739471;592.3;46.9;14:52:50.620
414;47.304128;8.73945;592.8;44.7;14:52:51.120
415;47.304076;8.73941;593.2;43.8;14:52:51.620
416;47.30403;8.739361;593.2;42.5;14:52:52.120
417;47.303999;8.739293;592.9;43;14:52:52.620
418;47.303984;8.73922;592.5;44.3;14:52:53.120
419;47.303985;8.739143;591.7;42.7;14:52:53.620
420;47.303999;8.739079;590.5;42;14:52:54.120
421;47.304026;8.73902;588.8;42;14:52:54.620
422;47.304055;8.738978;587.2;47.7;14:52:55.120
423;47.304106;8.738957;586;47.7;14:52:55.620
424;47.304171;8.738967;585.5;52.1;14:52:56.120
425;47.304255;8.739005;585.2;51.4;14:52:56.620
426;47.304319;8.739069;585.3;52.6;14:52:57.120
427;47.304368;8.739143;585.5;54;14:52:57.620
428;47.304404;8.739206;585.9;54.5;14:52:58.120
429;47.304447;8.739265;586.6;53.8;14:52:58.620
430;47.304481;8.739345;587.6;53.8;14:52:59.120
431;47.304499;8.739458;589;51.1;14:52:59.620
432;47.304494;8.739561;590.5;50.4;14:53:00.120
433;47.304478;8.739639;591.7;50.4;14:53:00.620
434;47.30445;8.739696;592.6;43.2;14:53:01.120
435;47.304415;8.739759;593;42.4;14:53:01.620
436;47.304365;8.739808;593.1;42.8;14:53:02.120
437;47.304313;8.739828;593;44.6;14:53:02.620
438;47.304259;8.739812;593;45.2;14:53:03.120
439;47.304213;8.739779;592.9;45.6;14:53:03.620
440;47.304166;8.739745;592.7;47.3;14:53:04.120
441;47.304127;8.739698;592.8;47.9;14:53:04.620
442;47.304098;8.739627;592.9;46.4;14:53:05.120
443;47.304084;8.739516;593.2;44.8;14:53:05.620
444;47.304084;8.73941;593.1;44.7;14:53:06.120
445;47.304098;8.739318;592.8;44.7;14:53:06.620
446;47.304122;8.739253;592.5;45.4;14:53:07.120
447;47.304153;8.739183;592.4;46.2;14:53:07.620
448;47.304188;8.739114;592.7;46.4;14:53:08.120
449;47.304239;8.739058;593.3;45.2;14:53:08.620
450;47.304303;8.739026;594.3;45.2;14:53:09.120
451;47.30437;8.739019;595.3;43.7;14:53:09.620
452;47.304419;8.739032;596.5;41.1;14:53:10.120
453;47.304455;8.73906;597.3;42.4;14:53:10.620
454;47.304488;8.739097;597.9;39.4;14:53:11.120
455;47.30453;8.739141;598.1;38.6;14:53:11.620
456;47.304564;8.739203;598.2;38.7;14:53:12.120
457;47.304579;8.739271;598.3;39.6;14:53:12.620
458;47.30457;8.739332;598.4;42.5;14:53:13.120
459;47.30455;8.739385;598.6;42.5;14:53:13.620
460;47.304528;8.739443;598.7;43.2;14:53:14.120
461;47.304498;8.73952;598.6;43.2;14:53:14.620
462;47.30445;8.739586;598.4;47.1;14:53:15.120
463;47.304382;8.739627;598.2;51.6;14:53:15.620
464;47.304322;8.739631;598;51.6;14:53:16.120
465;47.304268;8.739613;597.7;52.7;14:53:16.620
466;47.304213;8.739569;597.3;53.4;14:53:17.120
467;47.304136;8.739511;597.1;55.3;14:53:17.620
468;47.304068;8.739441;597.4;55.2;14:53:18.120
469;47.30402;8.739366;598.1;51.4;14:53:18.620
470;47.304001;8.73927;598.7;49.3;14:53:19.120
471;47.303994;8.739176;598.8;47.6;14:53:19.620
472;47.304001;8.739087;598.6;47.5;14:53:20.120
473;47.304018;8.739017;598.3;47.3;14:53:20.620
474;47.304046;8.73895;598.2;47.5;14:53:21.120
475;47.304081;8.738895;598.3;45.4;14:53:21.620
476;47.304132;8.738864;598.9;45.4;14:53:22.120
477;47.304188;8.738863;599.6;40.5;14:53:22.620
478;47.304238;8.738884;600.2;44.4;14:53:23.120
479;47.304274;8.73892;600.5;45.4;14:53:23.620
480;47.304307;8.73896;600.9;46.1;14:53:24.120
481;47.304344;8.739002;601.3;46.7;14:53:24.620
482;47.304374;8.73906;601.9;46;14:53:25.120
483;47.304393;8.739139;602.4;45.9;14:53:25.620
484;47.304403;8.73924;602.7;46.3;14:53:26.120
485;47.30441;8.739335;602.8;46.3;14:53:26.620
486;47.304412;8.739437;602.8;46.3;14:53:27.120
487;47.304404;8.739555;602.9;47.3;14:53:27.620
488;47.304389;8.739667;603.1;48.8;14:53:28.120
489;47.304361;8.739759;603.5;47;14:53:28.620
490;47.30433;8.739817;604;44.5;14:53:29.120
491;47.304287;8.739872;604.3;43.8;14:53:29.620
492;47.304242;8.73992;604.5;45;14:53:30.120
493;47.30419;8.739952;604.7;45.9;14:53:30.620
494;47.304131;8.73996;604.8;44.5;14:53:31.120
495;47.304075;8.739941;604.7;42.3;14:53:31.620
496;47.304018;8.739893;604.2;42.3;14:53:32.120
497;47.303978;8.739827;603.7;47.9;14:53:32.620
498;47.303943;8.739754;603.6;48.4;14:53:33.120
499;47.303924;8.739683;603.7;48.8;14:53:33.620
500;47.303914;8.739596;603.9;46.4;14:53:34.120
501;47.303916;8.739507;603.8;45;14:53:34.620
502;47.303929;8.739425;603.3;46.5;14:53:35.120
503;47.303949;8.739365;602.8;47.1;14:53:35.620
504;47.303969;8.73931;602.4;45.3;14:53:36.120
505;47.303998;8.739248;602.5;44.2;14:53:36.620
506;47.304043;8.739201;603.1;41.3;14:53:37.120
507;47.304106;8.739185;604.3;40.8;14:53:37.620
508;47.304159;8.739205;605.4;39;14:53:38.120
